编号,来源版本,L1类别,L2子类,语体大类,语体,噪声类型,文本长度,输入句子,期望输出,期望标签,性别触发词,保留理由,常见误改（负例陷阱）,难度,是否争议,备注,处置,切分,处置理由
NEG-0678,v5,二、生理与医学必需,2.3 性别特异性器官与疾病,其他,检查预约,无,,输卵管造影建议在月经干净后 3 至 7 天之内进行。,,无需改写,输卵管/月经,检查时机的临床要求,该造影建议在特定时间窗内进行,易,否,,主集,dev,
NEG-0679,v5,二、生理与医学必需,2.3 性别特异性器官与疾病,医疗健康,健康科普,无,,睾丸癌多发于 15 至 35 岁男性，自检是早期发现的主要手段。,,无需改写,睾丸癌/男性,疾病名称与好发人群,该癌症多发于 15 至 35 岁人群,易,否,,主集,index,
NEG-0680,v5,二、生理与医学必需,2.3 性别特异性器官与疾病,学术与调研,学术论文,无,,绝经后女性骨质疏松的患病率约为同龄男性的三倍。,,无需改写,女性/男性,流行病学的性别差异结论,该年龄段人群骨质疏松患病率存在差异,中,否,,主集,test,
NEG-0681,v5,二、生理与医学必需,2.3 性别特异性器官与疾病,医疗健康,心内科科普,无,,女性急性心梗更常表现为乏力和恶心而非典型胸痛，容易被漏诊。,,无需改写,女性,症状差异是漏诊防范的关键，删去则失去警示意义,急性心梗有时表现不典型，容易被漏诊,难,否,对称样本：此处保留女性恰是为纠正诊断偏差,主集,index,
NEG-0682,v5,二、生理与医学必需,2.3 性别特异性器官与疾病,其他,风湿免疫科,无,,系统性红斑狼疮的男女患病比约为 1:9。,,无需改写,男女患病比,流行病学基础数据,该病的患病率在人群中分布不均,易,否,,主集,dev,
NEG-0683,v5,二、生理与医学必需,2.4 药理与诊疗差异,其他,影像科,无,,育龄期女性行 CT 检查前应确认是否处于妊娠状态。,,无需改写,育龄期女性/妊娠,放射检查的安全核查要求,受检者行 CT 前应确认相关状态,中,否,,主集,index,
NEG-0684,v5,二、生理与医学必需,2.4 药理与诊疗差异,其他,检验解读,无,,血尿酸的参考区间男性高于女性，判读时须对应各自区间。,,无需改写,男性/女性,检验参考区间的分层,血尿酸参考区间因人而异，判读时须注意,易,否,,主集,index,
NEG-0685,v5,二、生理与医学必需,2.4 药理与诊疗差异,其他,药学,无,,肌酐清除率的估算公式中含有性别系数。,,无需改写,性别系数,公式参数，删去则无法计算,肌酐清除率的估算公式含有多个系数,易,否,,主集,dev,
NEG-0686,v5,二、生理与医学必需,2.4 药理与诊疗差异,医疗健康,说明书,无,,本品可能影响男性生育力，有生育计划者请提前告知医师。,,无需改写,男性生育力,用药风险提示,本品可能影响生育力，有计划者请告知医师,中,否,,主集,index,
NEG-0687,v5,二、生理与医学必需,2.5 性别确认医疗与性健康,其他,用药指导,无,,短效避孕药需每日固定时间服用，漏服超过 12 小时须采取补救措施。,,无需改写,避孕药,用药方案说明,该药需每日固定时间服用,易,否,,主集,test,
NEG-0690,v5,二、生理与医学必需,2.6 鉴定与研究场景,法律与司法,鉴定意见,无,,DNA 检测显示样本含 Y 染色体，可排除来自女性个体。,,无需改写,Y 染色体/女性,分子鉴定结论,DNA 检测可排除部分来源,易,否,,主集,dev,
NEG-0691,v5,二、生理与医学必需,2.6 鉴定与研究场景,学术与调研,考古报告,无,,该批人骨中男性个体 17 例，女性个体 23 例，另有 6 例无法判定。,,无需改写,男性/女性,体质人类学统计，含无法判定项,该批人骨共 46 例，其中 6 例无法判定,易,否,,主集,index,
NEG-0692,v5,三、制度性与统计性区分,3.1 法律与行政身份,公文与规章,法律咨询,无,,离婚后不满两周岁的子女，一般随母方生活。,,无需改写,母方,法定抚养原则,离婚后不满两周岁的子女，一般随一方生活,中,否,,主集,index,
NEG-0693,v5,三、制度性与统计性区分,3.1 法律与行政身份,公文与规章,出入境须知,无,,未成年人单独出境，需提交父母双方签署的同意书。,,无需改写,父母双方,办理材料要求,未成年人单独出境，需提交监护人同意书,中,否,,主集,dev,
NEG-0694,v5,三、制度性与统计性区分,3.1 法律与行政身份,法律与司法,判决主文,无,,婚生子监护权判归母方，父方每月可探视两次。,,无需改写,母方/父方,抚养与探视的判决内容,监护权判归一方，另一方每月可探视两次,易,否,,主集,index,
NEG-0695,v5,三、制度性与统计性区分,3.1 法律与行政身份,其他,收养登记,无,,收养登记需提交收养人夫妻双方的婚姻状况证明。,,无需改写,夫妻双方,登记材料的法定要求,收养登记需提交收养人的婚姻状况证明,中,否,,主集,dev,
NEG-0696,v5,三、制度性与统计性区分,3.2 劳动与社会保障,其他,劳动保护,无,,从事高温作业的女职工，孕期应当调离原岗位。,,无需改写,女职工/孕期,劳动保护条款的适用对象,从事高温作业的职工，孕期应当调离,中,否,,主集,test,
NEG-0697,v5,三、制度性与统计性区分,3.2 劳动与社会保障,其他,职业病报告,无,,尘肺病患者中男性占绝大多数，与行业用工结构直接相关。,,无需改写,男性,职业病流行病学与成因分析,尘肺病患者的分布与行业用工结构相关,中,否,,主集,index,
NEG-0698,v5,三、制度性与统计性区分,3.2 劳动与社会保障,其他,社保经办,无,,男职工未就业配偶可申领一次性生育补助。,,无需改写,男职工/配偶,待遇申领的资格条件,职工未就业配偶可申领一次性生育补助,中,否,,主集,index,
NEG-0699,v5,三、制度性与统计性区分,3.2 劳动与社会保障,公文与规章,政策通知,无,,女职工退休年龄的过渡方案将按出生年月逐步推进。,,无需改写,女职工,现行制度的准确转述,职工退休年龄的过渡方案将逐步推进,中,否,,主集,test,
NEG-0700,v5,三、制度性与统计性区分,3.3 体育竞技分级,公文与规章,赛事规程,无,,混合接力由两男两女组成，出场顺序由各队自行决定。,,无需改写,两男两女,项目规则的核心内容,混合接力由四人组成，出场顺序自定,易,否,,主集,index,
NEG-0701,v5,三、制度性与统计性区分,3.3 体育竞技分级,公文与规章,项目介绍,无,,混双冰壶每队两人，一男一女，不设替补。,,无需改写,一男一女,项目编制规定,混双冰壶每队两人，不设替补,易,否,,主集,index,
NEG-0702,v5,三、制度性与统计性区分,3.3 体育竞技分级,商业与产品,青少年赛事,无,,青少年组按年龄与性别分设，14 岁以下不分性别。,,无需改写,性别,分组规则，含不分性别的例外,青少年组按年龄分设,中,否,,主集,test,
NEG-0703,v5,三、制度性与统计性区分,3.3 体育竞技分级,其他,体育资料,无,,男子马拉松纪录与女子纪录目前相差约十分钟。,,无需改写,男子/女子,纪录分列的对比数据,马拉松的两项纪录目前相差约十分钟,易,否,,主集,index,
NEG-0704,v5,三、制度性与统计性区分,3.4 空间与设施,新闻报道,病区公告,无,,本病区为女性病房，男性陪护请在探视时间内进出。,,无需改写,女性病房/男性陪护,病区管理规定,本病区陪护请在探视时间内进出,中,是,,主集,index,
NEG-0705,v5,三、制度性与统计性区分,3.4 空间与设施,其他,校史,无,,这所女子学院 1919 年建校，2000 年起开始招收男生。,,无需改写,女子学院/男生,校名与办学沿革,这所学院 1919 年建校，2000 年起扩大招生范围,易,否,,主集,test,
NEG-0706,v5,三、制度性与统计性区分,3.4 空间与设施,公文与规章,管理规定,无,,强制隔离戒毒场所应当男女分别管理。,,无需改写,男女分别管理,法定管理要求,戒毒场所应当分区管理,易,否,,主集,test,
NEG-0708,v5,三、制度性与统计性区分,3.5 统计、监测与研究,学术与调研,人口研究,无,,女性预期寿命普遍高于男性，全球平均相差约五年。,,无需改写,女性/男性,人口学基础结论,不同人群的预期寿命存在差异,易,否,,主集,dev,
NEG-0709,v5,三、制度性与统计性区分,3.5 统计、监测与研究,学术与调研,犯罪统计,无,,故意伤害案中施暴者男性占 86%，受害者的性别分布相对均衡。,,无需改写,男性/性别分布,犯罪学统计结论,故意伤害案的施暴者与受害者构成不同,中,否,,主集,dev,
NEG-0710,v5,三、制度性与统计性区分,3.5 统计、监测与研究,其他,政治观察,无,,本届议会女性议员占比 31%，较上届提高 4 个百分点。,,无需改写,女性议员,政治参与度指标,本届议会构成较上届有所变化,易,否,,主集,test,
NEG-0711,v5,三、制度性与统计性区分,3.5 统计、监测与研究,其他,反家暴报告,无,,家暴案件受害人中女性占八成以上，男性受害人报案率则明显偏低。,,无需改写,女性/男性受害人,兼顾两个方向的统计事实,家暴案件受害人构成不均，部分群体报案率偏低,难,否,对称样本：同时保留女性占比与男性低报案率,主集,index,
NEG-0712,v5,三、制度性与统计性区分,3.5 统计、监测与研究,学术与调研,教育统计,无,,农村地区初中辍学率的性别差距近年已基本消除。,,无需改写,性别差距,教育公平的监测指标,农村地区初中辍学率的差距已基本消除,中,否,,主集,index,
NEG-0713,v5,三、制度性与统计性区分,3.6 平权、保护与专项服务,公文与规章,政策文件,无,,重大政策出台前应当开展性别影响评估。,,无需改写,性别影响评估,政策工具的正式名称,重大政策出台前应当开展影响评估,易,否,,主集,index,
NEG-0714,v5,三、制度性与统计性区分,3.6 平权、保护与专项服务,其他,财政说明,无,,性别预算要求财政支出按受益人群的性别分类统计。,,无需改写,性别预算,预算工具名称与操作要求,该预算要求财政支出按受益人群分类统计,易,否,,主集,index,
NEG-0715,v5,三、制度性与统计性区分,3.6 平权、保护与专项服务,其他,基金规则,无,,该创业基金对女性主导的团队给予额外加分。,,无需改写,女性主导,评审规则中的加分条件,该创业基金对特定团队给予额外加分,难,否,,主集,index,
NEG-0716,v5,三、制度性与统计性区分,3.6 平权、保护与专项服务,社交与社区,社区服务,无,,本市面向单亲父亲群体开设了育儿指导课程。,,无需改写,单亲父亲,服务对象界定，针对被忽视群体,本市面向单亲家庭开设了育儿指导课程,难,否,,主集,index,
NEG-0717,v5,三、制度性与统计性区分,3.7 宗教与文化传统实践,学术与调研,民俗研究,无,,这套传统礼服分男式女式，纹样与下摆长度都不相同。,,无需改写,男式/女式,形制分类,这套传统礼服有多种形制,中,否,,主集,index,
NEG-0719,v5,四、专有名词与固定名称,4.1 法律法规,公文与规章,合规培训,无,,《就业促进法》明确禁止用人单位以性别为由拒绝录用。,,无需改写,性别,法条内容,《就业促进法》禁止用人单位无理由拒绝录用,中,否,,主集,test,
NEG-0720,v5,四、专有名词与固定名称,4.1 法律法规,公文与规章,卫生政策,无,,《母婴保健法实施办法》对婚前医学检查项目作了细化。,,无需改写,母婴保健法,行政法规名称,《健康保障实施办法》对检查项目作了细化,易,否,,主集,index,
NEG-0721,v5,四、专有名词与固定名称,4.2 机构、组织与场所,医疗健康,就医指南,无,,北京妇女儿童医院的儿科急诊 24 小时开放。,,无需改写,妇女儿童医院,医院法定名称,该儿童医院的急诊 24 小时开放,易,否,,主集,index,
NEG-0722,v5,四、专有名词与固定名称,4.2 机构、组织与场所,新闻报道,招生新闻,无,,这所女子学院的护理专业今年首次招收男生。,,无需改写,女子学院/男生,校名与招生变化,这所学院的护理专业今年扩大了招生范围,中,否,,主集,test,
