编号,来源版本,L1类别,L2子类,载体形式,指向性别,叠加类别,语体大类,语体,噪声类型,文本长度,输入句子,参考改写,期望标签,问题触发词,问题说明,可接受的其他改法,欠改陷阱（改了但没改到位）,过改陷阱（矫枉过正）,必须保留的信息,严重度,难度,是否争议,备注,处置,切分,处置理由
POS-0630,v6,七、贬损与物化（词项自带贬抑）,7.3 所有权、支配与交易隐喻,常规句,指向女性,,口语与私人交流,朋友劝解,方言,中,女人就得哄，哄两句就好了，你去把她追回来，拿下就完了。,她这次是真生气了，你去当面把话说清楚，态度诚恳一点。,需改写,女人就得哄／追回来拿下,前半句以群体属性给出操作手册，后半句以征服隐喻描述和好。,“把误会说开，认真道个歉”,只删“女人就得哄”，保留“拿下”这一征服隐喻,把劝和这一意图删掉，丢失对话目的,劝对方主动去沟通、朋友劝解的口语感,必改,中,否,,主集,index,
POS-0632,v6,七、贬损与物化（词项自带贬抑）,7.3 所有权、支配与交易隐喻,常规句,指向女性,,文艺创作与评论,古装剧台词,无,中,从今往后你是我的女人，管住你自己的嘴。,从今往后你我同舟共济，有些话该收着就收着。,需改写,你是我的女人／管住你,以所有权宣告加行为管束，是支配性表述的典型组合。,“往后你我一体，说话都当慎重”,只删“我的女人”，保留“管住你”,把这句台词删掉，破坏剧情推进,二人自此结成同盟、要求对方谨言这一情节主张、古装语体,必改,中,是,若为反派台词或时代还原，则属负例,主集,index,
POS-0633,v6,七、贬损与物化（词项自带贬抑）,7.4 以某一性别为标准的评价,常规句,指向女性,,新闻报道,赛事报道,无,中,她这一杆的稳定性不输男选手，全场为之起立。,她这一杆的稳定性达到了本届赛事的最高水准，全场为之起立。,需改写,不输男选手,以男选手作为水准的参照上限，褒扬的前提是女选手本不该达到该水平。,“这一杆的稳定性是全场最佳”,改成“不输男子组”，标尺仍在,把“全场起立”这一现场反应删掉,她这一杆表现出色、全场起立这一反应,建议改,中,是,,主集,index,
POS-0634,v6,七、贬损与物化（词项自带贬抑）,7.4 以某一性别为标准的评价,成语俗谚,指向女性,,公文与规章,颁奖词,无,中,她是我们行业当之无愧的女中豪杰，也是名副其实的女版工匠。,她是我们行业当之无愧的标杆，也是名副其实的工匠。,需改写,女中豪杰／女版工匠,两处均以男性范畴为默认，再加性别限定另设一类。,“她是行业标杆，是真正的工匠”,只删“女版”，保留“女中豪杰”,把颁奖词的褒扬功能删掉,对她行业地位与技艺的高度肯定、颁奖词体裁,建议改,中,是,颁奖套语的沿用程度有分歧,主集,dev,
POS-0635,v6,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,指向男性,,社交与社区,游戏语音,网络用语,中,别像个娘们儿一样磨叽，怂得跟娘们一样还打什么。,别磨叽了，该上就上，犹豫解决不了问题。,需改写,像个娘们儿／怂得跟娘们一样,以女性化作为怯懦的同义参照，一句之内两次，双向贬低。,“别犹豫了，直接上”,只删前半句，后半句同型表述仍在,把催促这一交流意图删掉，丢失语音内容,催促队友果断行动、游戏语音的口语感,必改,易,否,,主集,index,
POS-0636,v6,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,指向女性,,口语与私人交流,市井闲谈,方言,中,这帮老娘们儿凑一块就没个消停。,这几位凑一块就没个消停。,需改写,老娘们儿,以轻蔑语指代中年女性群体，词项自带贬抑。,“她们几个一凑到一起就热闹”,改成“婆娘们”，轻蔑语仍在,把“没个消停”这一描述删掉，丢失闲谈内容,这几人聚在一起很热闹这一描述、方言闲谈的口语,必改,易,否,,主集,dev,
POS-0637,v6,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,指向女性,,社交与社区,职场闲聊,无,中,她说话跟个大老爷们似的，一点不注意分寸。,她说话比较直，有时不太注意分寸。,需改写,跟个大老爷们似的,以男性化作为粗放的贬义参照来评价女性，双向都设了性别气质的规范。,“她讲话直来直去，偶尔不留余地”,改成“太爷们儿了”，参照结构未变,把“不注意分寸”这一评价删掉，丢失闲聊内容,对其说话方式直接的描述、不注意分寸这一评价,必改,中,否,,主集,index,
POS-0638,v6,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,指向女性,,公文与规章,项目复盘,无,中,这个方案改来改去，全是妇人之见，格局太小。,这个方案改来改去，考虑还是偏局部，缺少全局视角。,需改写,妇人之见,以女性亲属称谓构成的贬义词形容眼界局限，词项自带贬抑。,“方案的视角偏窄，需要补全局考量”,改成“婆婆妈妈”，换了一个同类贬义词,把“格局太小”这一批评结论删掉，篡改复盘意见,方案反复修改这一事实、视角偏局部这一批评,必改,中,否,,主集,index,
POS-0639,v6,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,指向女性,,社交与社区,短视频评论,emoji,中,留个短发就被叫男人婆，现在的审美真是😮‍💨,留个短发就被贴上标签，现在的审美真是😮‍💨,需改写,男人婆,以男性化贬称指代短发女性，评论虽在反驳仍原样复述该词。,“留短发就要被说，这审美太窄了”,加引号但仍完整复述该贬称,删掉 emoji 与评论区的口语调性,留短发被贴标签这一现象、评论者的不满态度、emoji,必改,中,是,批判性引用的处理尺度有分歧,主集,index,
POS-0640,v6,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,双向,,社交与社区,职场话题贴,网络用语,中,办公室里那点雌竞看着都累，隔壁组的雄竞也没好到哪去。,办公室里那点互相较劲看着都累，隔壁组也没好到哪去。,需改写,雌竞／雄竞,以动物交配竞争的词汇描述同事间的竞争，两个方向都把人降格为生物本能。,“同事之间那点较劲挺消耗人的”,只删“雌竞”，保留“雄竞”，形成新的不对等,把“看着都累”这一态度删掉，丢失帖子立场,同事间互相较劲这一现象、发帖人的疲惫态度、跟帖口语,必改,中,否,,主集,index,
POS-0641,v7,一、缺省预设（信息缺位处默认为男性）,1.1 泛指人称代词,常规句,不特指,,法律与司法,民事判决书说理段,无,长,本院认为，债权人主张权利时，他应当在诉讼时效期间内向债务人主张，若他未能举证证明曾发出催告通知，则应由他承担举证不能的不利后果。,本院认为，债权人主张权利，应当在诉讼时效期间内向债务人提出；未能举证证明曾发出催告通知的，应承担举证不能的不利后果。,需改写,他（三处）,同一段落三处泛指代词，判决书说理段中的高频冗余。,改为“债权人未举证的，由其承担不利后果”,只改前两处，第三处“由他承担”未动,把诉讼时效、催告通知、举证不能三项要件简化，损失说理链条,诉讼时效期间内主张、催告通知的举证责任、举证不能的不利后果,应改,中,否,多触发点样本,主集,test,
POS-0642,v7,一、缺省预设（信息缺位处默认为男性）,1.4 家庭角色的默认指派,常规句,指向女性,1.4 ＋ 3.3,商业与产品,家电详情页,无,长,下班回家还要洗一池子碗，妈妈的手都泡皱了，这台洗碗机就是为了让妈妈从厨房里解放出来，把时间还给孩子和自己。,下班回家还要洗一池子碗，这台洗碗机就是为了把家务时间省下来，还给家人和自己。,需改写,妈妈的手／让妈妈从厨房解放,全篇以母亲为家务主体，属家庭角色默认叠加家务分工绑定。,“让做饭的人少一道工序，把时间省给家人”,只删一处“妈妈”，另一处仍在,把“下班回家还要洗碗”这一场景铺垫删掉，丢失文案的痛点叙事,下班后仍需洗碗这一场景、洗碗机节省时间这一卖点,应改,中,否,多触发点样本；按触发点召回率给分,主集,test,
POS-0643,v7,二、冗余标记（性别在场却不承载信息）,2.1 职业与身份的性别前缀,常规句,双向,2.1 ＋ 5.3,新闻报道,企业专访,无,长,公司技术团队由女总监苏晴带领，她今年三十八岁，两个孩子的母亲；产品线则交给总监陈立负责，他有十五年行业经验。,公司技术团队由总监苏晴带领，她有十二年研发经验；产品线交给总监陈立负责，他有十五年行业经验。,需改写,女总监／年龄与育儿信息,性别前缀叠加描述维度不对等：女性写婚育、男性写资历。,统一按职务与从业年限写，或对两人都补充家庭情况,只删“女”字，年龄与育儿信息仍是女方独有的补充维度,编造苏晴的从业年限（不掌握时应删去该维度而非虚构）,苏晴带领技术团队、陈立负责产品线、陈立十五年行业经验,应改,难,否,多触发点样本,主集,dev,
POS-0644,v7,三、属性绑定（陈述性：把特质归于性别）,3.2 能力与胜任力预设,常规句,双向,3.2 ＋ 3.3,工程与技术,项目立项评审,无,长,评审组建议，算法核心模块交给男工程师主攻，女工程师逻辑推演偏弱，可安排在数据标注与文档整理这一侧，这样分工效率最高。,评审组建议，算法核心模块按算法方向的项目经验分配，数据标注与文档整理另行排期，分工以专长为准。,需改写,女工程师逻辑推演偏弱／按性别分派模块,能力预设叠加分工绑定：先否定能力，再据此把人分派到辅助工序。,“按各人的算法项目经验与文档经验分工”,只删“逻辑推演偏弱”，仍按性别分派两类工作,把算法模块、数据标注、文档整理这三项工作删掉，丢失立项内容,算法核心模块、数据标注、文档整理这三项工作及其需要分工,必改,中,否,多触发点样本,主集,index,
POS-0645,v7,三、属性绑定（陈述性：把特质归于性别）,3.5 外貌与身体标准的性别化,常规句,指向女性,3.5 ＋ 7.2,商业与产品,医美套餐文案,无,长,夏天要来了，女生的第一课永远是管理身材，腰细腿直才敢穿短裙，我们的轮廓塑形套餐帮你把每一寸线条都调到最好看的位置。,夏天要来了，想让线条更利落一些，我们的轮廓塑形套餐可以按你想调整的部位来做方案。,需改写,女生的第一课是管理身材／腰细腿直才敢,外貌标准叠加以部位指代人：先设门槛，再把身体拆成待调整的零件。,“想调整某个部位的线条，可以先做评估”,只删“女生的第一课”，后半句的门槛仍在,把轮廓塑形套餐这一产品信息删掉，丢失文案用途,轮廓塑形套餐这一产品、夏季这一时间背景,必改,中,否,多触发点样本,主集,index,
